SpID	SpForm	SpLemma	SpGramCat	SpPersNum	SpNeg	RusID	RusForm	RusLemma	RusGramCat	RusPersNum	RusNeg	Notes	
S54:34	era	ser	IndicIpfct	3sg		R39:25	была	быть	ImpPast	SgF			
S54:35	NA	NA	NA	NA		R39:26	являлся	являться	ImpPast	SgM			
S54:36	se llevaba	llevarse	IndicIpfct	3sg		R39:27	забирал	забирать	ImpPast	SgM			
S54:37	se tratase	tratarse	SubjIpfct2	3sg		R39:28	шла	идти	ImpPast	SgF			
S54:38	pudiera	poder	SubjIpfct	3sg		R39:29	может	мочь	ImpPres	3sg			
S54:39	caminar	caminar	Inf	Inf		R39:30	брести	брести	ImpInf	Inf			
S54:40	con rostro	NA	PP	NA		R39:31	иметь	иметь	ImpInf	Inf			
S54:41	envenenado	envenenar	PastPart	NA		R39:32	отравленное	отравить	PerfPPP	NA			
S54:42	luciendo	lucir	PresPart	NA		R39:33	носить	носить	ImpInf	Inf			
S54:43	hiciese	hacer	SubjIpfct2	3sg		R39:34	может	мочь	ImpPres	3sg			
S54:44	NA	NA	NA	NA		R39:35	стоять	стоять	ImpInf	Inf			
S54:45	riese	reír	SubjIpfct2	3sg		R39:36	развлекаться	развлекаться	ImpInf	Inf			
S54:46	llevase	llevar	SubjIpfct2	3sg		R39:37	водить	водить	ImpInf	Inf			
S54:47	hiciese	hacer	SubjIpfct2	3sg		R39:38	NA	NA	NA	NA			
S54:48	desaparecer	desaparecer	Inf	Inf		R39:39	расстреливать	расстреливать	ImpInf	Inf			
S54:49	NA	NA	NA	NA		R39:40	погребать	погребать	ImpInf	Inf			
S54:50	NA	NA	NA	NA		R39:41	забросав	забросать	PerfGer	NA			
S54:51	cabía	caber	IndicIpfct	3sg	no	R39:42	умещалась	умещаться	ImpPast	SgF	не		
S54:52	dándole vueltas	dar	PresPart	NA		R39:43	NA	NA	NA	NA			
S54:53	se occurió	ocurrirse	IndicPret	3sg		R39:44	подумалось	подуматься	PerfPast	SgN			
S55:1	daba	dar	IndicIpfct	1sg		R39:45	считал	считать	ImpPast	SgM			
S55:2	fuese	ser	SubjIpfct2	3sg	no	R39:46	был	быть	ImpPast	SgM	не более чем		
S55:3	robados	robar	PastPart	NA		R39:47	украденные	украсть	PerfPPP	NA			
S55:4	llegaba	llegar	IndicIpfct	3sg		R39:48	приходил	приходить	ImpPast	SgM			
S55:5	llegaba	llegar	IndicIpfct	3sg		R39:49	NA	NA	NA	NA			
S55:6	NA	NA	NA	NA		R39:50	вздумается	вздуматься	PerfFut	3sg			
S55:7	compartimos	compartir	IndicPret	1pl		R39:51	доели	доесть	PerfPast	Pl			
S55:8	de caldo	NA	PP	NA		R39:52	сваренный	сварить	PerfPPP	NA			
S55:9	rodeados	rodear	PastPart	NA		R39:53	под …	NA	PP	NA			
S55:10	se colaban	colarse	IndicIpfct	3pl		R40:1	сочилось	сочиться	ImpPast	SgN			
S55:11	abiertas	abrir	PastPart	NA		R40:2	распахнутые	распахнуть	PerfPPP	NA			
S55:12	conocí	conocer	IndicPret	1sg		R40:3	познакомился	познакомиться	PerfPast	SgM			
S55:13	dicen	dicer	IndicPres	3pl		R40:4	говорят	говорить	ImpPres	3pl			
S55:14	es	ser	IndicPres	3sg		R40:5	zero copula	NA	zero copula	NA			
S55:15	sé	saber	IndicPres	1sg	no	R40:6	знаю	знать	ImpPres	1sg	не		
S55:16	me fijo	fijarse	IndicPres	1sg	no	R40:7	заметил	заметить	PerfPast	SgM	не		
S55:17	vale	valer	IndicPres	3sg		R40:8	NA	NA	NA	NA			
S55:18	dije	dicer	IndicPret	1sg		R40:9	сказал	сказать	PerfPast	SgM			
S55:19	a lo mejor	NA	PP	NA		R40:10	мог	мочь	ImpPast	SgM		бы	
S55:20	me pasaba	pasarse	IndicIpfct	1sg		R40:11	зайти	зайти	PerfInf	Inf			
S55:21	salir	salir	Inf	Inf		R40:12	после уроков	NA	PP	NA			
S55:22	leerle	leer	Inf	Inf		R40:13	почитать	почитать	PerfInf	Inf			
S55:23	está	estar	IndicPres	3sg		R40:14	zero copula	NA	zero copula	NA			
S55:24	das	dar	IndicPres	2sg		R40:15	с твоего разрешения	NA	PP	NA			
S55:25	examinó	examinar	IndicPret	3sg		R40:16	поглядел	поглядеть	PerfPast	SgM			
S55:26	se preguntase	preguntarse	SubjIpfct2	3sg		R40:17	пытаясь	пытаться	ImpGer	NA			
S55:27	NA	NA	NA	NA		R40:18	понять	понять	PerfInf	Inf			
S55:28	estaba	estar	IndicIpfct	3sg		R40:19	NA	NA	NA	NA			
S55:29	envejeciendo	envejecer	PresPart	NA		R40:20	постарел	постареть	PerfPast	SgM			
S55:30	creciendo	crecer	PresPart	NA		R40:21	повзрослел	повзрослеть	PerfPast	SgM			
S55:31	decidí	decidir	IndicPret	1sg		R40:22	решив	решить	PerfGer	NA			
S55:32	cambiar	cambiar	Inf	Inf		R40:23	переменить	переменить	PerfInf	Inf			
S55:33	pude	poder	IndicPret	1sg		R40:24	NA	NA	NA	NA			
S55:34	encontrar	encontrar	Inf	Inf		R40:25	NA	NA	NA	NA			
S55:35	era	ser	IndicIpfct	3sg		R40:26	NA	NA	NA	NA			
S55:36	NA	NA	NA	NA		R40:27	задал	задать	PerfPast	SgM			
S55:37	consumía	consumir	IndicIpfct	3sg		R40:28	волновал	волновать	ImpPast	SgM			
S55:38	NA	NA	NA	NA		R40:29	скажи	сказать	PerfImtv	2sg			
S55:39	es	ser	IndicPres	3sg		R40:30	zero copula	NA	zero copula	NA			
S55:40	se llevaban	llevarse	IndicIpfct	3pl		R40:31	отправляли	отправлять	ImpPast	Pl			
S55:41	se volvía	volverse	IndicIpfct	3sg	no	R40:32	возвращались	возвращаться	ImpPast	Pl			
S55:42	ver	ver	Inf	Inf		R40:33	NA	NA	NA	NA			
S55:43	apuró	apurar	IndicPres	3sg		R40:34	съел	съесть	PerfPast	SgM			
S55:44	miró	mirar	IndicPret	3sg		R40:35	посмотрел	посмотреть	PerfPast	SgM			
S55:45	resbalándole	resbalar	PresPart	NA		R40:36	подрагивала	подрагивать	ImpPast	SgF			
S55:46	ha dicho	dicer	PrfctPres 	3sg		R40:37	сказал	сказать	PerfPast	SgM			
S55:47	cuenta	contar	IndicPres	3sg		R40:38	рассказывает	рассказывать	ImpPres	3sg			
S55:48	asintió	asentir	IndicPret	3sg		R40:39	кивнул	кивнуть	PerfPast	SgM			
S55:49	ocurren	ocurrir	IndicPres	3pl		R40:40	случается	случаться	ImpPres	3sg			
S55:50	son	ser	IndicPres	3pl		R40:41	zero copula	NA	zero copula	NA			
S55:51	explicar	explicar	Inf	Inf		R40:42	найти	найти	PerfInf	Inf			
S55:52	sé	saber	IndicPres	1sg	ni	R40:43	понятно	NA	Adverb	NA			
S55:53	significan	significar	IndicPres	3pl		R40:44	бывает	бывать	ImpPres	3sg	не		
S55:54	dejar	dejar	Inf	Inf		R40:45	стоит	стоить	ImpPres	3sg	не		
S55:55	están	estar	IndicPres	3pl		R40:46	NA	NA	NA	NA			
S55:56	NA	NA	NA	NA		R40:47	докапывать	докапывать	ImpInf	Inf			
S56:1	suspiró	suspirar	IndicPret	3sg		R40:48	NA	NA	NA	NA			
S56:2	sorbió	sorber	IndicPret	3sg		R40:49	NA	NA	NA	NA			
S56:3	NA	NA	NA	NA		R40:50	продолжал	продолжать	ImpPast	SgM			
S56:4	observaba	observar	IndicIpfct	1sg		R40:51	смотреть	смотреть	ImpInf	Inf			
S56:5	callado	callar	PastPart	NA		R40:52	молча	молчать	ImpGer	NA			
S56:6	morir	morir	Inf	Inf		R40:53	смерть	NA	Noun	NA			
S56:7	hizo	hacer	IndicPret	3sg		R40:54	просила	просить	ImpPast	SgF			
S56:8	prometer	prometer	Inf	Inf		R40:55	NA	NA	NA	NA			
S56:9	hablaría	hablar	IndicCond	1sg	nunca	R40:56	говорить	говорить	ImpInf	Inf	не		
S56:10	dejaría	dejar	IndicCond	1sg	no	R40:57	осталось	остаться	PerfPast	SgN			
S56:11	recordases	recordar	SubjIpfct2	2sg		R40:58	воспоминаний	NA	Noun	NA			
S56:12	sucedió	suceder	IndicPret	3sg		R40:59	произошедшем	произойти	PerfPastAP	NA			
S56:13	supe	saber	IndicPret	1sg	no	R40:60	нашелся	найтись	PerfPast	SgM	не		
S56:14	contestar	contestar	Inf	Inf		R40:61	ответить	ответить	PerfImtv	Inf			
S56:15	entornó	entornar	IndicPret	3sg		R40:62	прищурил	прищурить	PerfPast	SgM			
S56:16	buscase	buscar	SubjIpfct2	3sg		R40:63	пытаясь	пытаться	ImpGer	NA			
S56:17	NA	NA	NA	NA		R40:64	разглядеть	разглядеть	PerfInf	Inf			
S56:18	NA	NA	NA	NA		R40:65	повисшую	повиснуть	PerfPastAP	NA			
S56:19	para que	NA	PP	NA		R40:66	могла	мочь	ImpPast	SgF		бы	
S56:20	corroborase	corroborar	SubjIpfct2	3sg		R40:67	подтвердить	подтвердить	PerfInf	Inf			
S56:21	pienso	pensar	IndicPres	1sg		R40:68	жалею	жалеть	ImpPres	1sg			
S56:22	he equivocado	equivocar	PrfctPres 	1sg		R40:69	NA	NA	NA	NA			
S56:23	hacerle	hacer	Inf	Inf		R40:70	послушался	послушаться	PerfPast	SgM			
S56:24	sé	saber	IndicPres	1sg	no	R40:71	NA	NA	NA	NA			
S56:25	es	ser	IndicPres	3sg		R41:1	имеет	иметь	ImpPres	3sg	не		
S56:26	еs	ser	IndicPres	3sg	no	R41:2	имеет	иметь	ImpPres	3sg			
S56:27	es	ser	IndicPres	3sg	nada	R41:3	имеет	иметь	ImpPres	3sg			
S56:28	es	ser	IndicPres	3sg		R41:4	zero copula	NA	zero copula	NA			
S56:29	hubo	haber	IndicPret	3sg		R41:5	множество	NA	Noun	NA			
S56:30	entró	entrar	IndicPret	3sg		R41:6	вошли	войти	PerfPast	Pl			
S56:31	salió	salir	IndicPret	3sg	nunca	R41:7	вышли	выйти	PerfPast	Pl	не		
S56:32	se encontraron	encontrarse	IndicPret	3pl		R41:8	всретились	встретиться	PerfPast	Pl			
S56:33	se levantó	levantarse	IndicPret	3sg		R41:9	встал	встать	PerfPast	SgM			
S56:34	se refugió	refugiarse	IndicPret	3sg		R41:10	удалился	удалиться	PerfPast	SgM			
S56:35	NA	NA	NA	NA		R41:11	унося	уносить	ImpGer	NA			
S56:36	herido	herir	PastPart	NA		R41:12	боль	NA	Noun	NA			
S56:37	retiré	retirar	IndicPret	1sg		R41:13	собрал	собрать	PerfPast	SgM			
S56:38	deposité	depositar	IndicPret	1sg		R41:14	сложил	сложить	PerfPast	SgM			
S56:39	fregarlos	fregar	Inf	Inf		R41:15	NA	NA	NA	NA			
S56:40	volver	volver	Inf	Inf		R41:16	вернувшись	вернуться	PerfGer	NA			
S56:41	apagué	apagar	IndicPret	1sg		R41:17	погасил	погаснуть	PerfPast	SgM			
S56:42	me senté	sentarse	IndicPret	1sg		R41:18	сел	сесть	PerfPast	SgM			
S56:43	aleteaba	aletear	IndicIpfct	3sg		R41:19	подрагивали	подрагивать	ImpPast	Pl			
S56:44	NA	NA	NA	NA		R41:20	колеблемые	колебать	ImpPresPP	NA			
S56:45	tenía	tener	IndicPres	1sg	no	R41:21	хотелось	хотеться	ImpPast	SgN	не		
S56:46	sueño	NA	Noun	NA		R41:22	спать	спать	ImpInf	Inf			
S56:47	tentarlo	tentar	Inf	Inf		R41:23	делать	делать	ImpInf	Inf			
S56:48	NA	NA	NA	NA		R41:24	хотелось	хотеться	ImpPast	SgN	не		
S56:49	NA	NA	NA	NA		R41:25	заснуть	заснуть	PerfInf	Inf			
S56:50	me acerqué	acercarse	IndicPret	1sg		R41:26	подошел	подойти	PerfPast	SgM			
S56:51	me asomé	asomarse	IndicPret	1sg		R41:27	привлеченный	привлечь	PerfPPP	NA			
S56:52	ver	ver	Inf	Inf		R41:28	выглянул	выглянуть	PerfPast	SgM			
S56:53	vertían	verter	IndicIpfct	3pl		R41:29	мерцанием	NA	Noun	NA			
S56:54	se recortaba	recortarse	IndicIpfct	3sg		R41:30	угадывалась	угадываться	ImpPast	SgF			
S56:55	tendido	tender	PastPart	NA		R41:31	NA	NA	NA	NA			
S56:56	parpadeo	NA	Noun	NA		R41:32	подрагивавший	подрагивать	ImpPastAP	NA			
S56:57	se reflejaba	reflejarse	IndicIpfct	3sg		R41:33	отражался	отражаться	ImpPast	SgM			
S56:58	vestía	vestir	IndicIpfct	3sg		R41:34	был	быть	ImpPast	SgM			
S56:59	NA	NA	NA	NA		R41:35	одет	одеть	PerfPPP	NA			
S56:60	enfundada	enfundar	PastPart	NA		R41:36	zero copula	NA	zero copula	NA			
S56:61	acompañando	acompañar	PresPart	NA		R41:37	zero copula	NA	zero copula	NA			
S56:62	NA	NA	NA	NA		R41:38	зажата	зажать	PerfPPP	NA			
S56:63	tejía	tejer	IndicIpfct	3sg		R41:39	окутывавшая	окутывать	ImpPastAP	NA			
S56:64	observaba	observar	IndicIpfct	3sg		R41:40	смотрел	смотреть	ImpPast	SgM			
S56:65	en silencio	NA	PP	NA		R41:41	молча	молчать	ImpGer	NA			
S56:66	velado	velar	PastPart	NA		R41:42	позволял	позволять	ImpPast	SgM	не		
S56:67	al contraluz	NA	PP	NA		R41:43	светивший	светить	ImpPastAP	NA			
S56:68	NA	NA	NA	NA		R41:44	разглядеть	разглядеть	PerfInf	Inf			
S56:69	permaneció	permanecer	IndicPret	3sg		R41:45	NA	NA	NA	NA			
S56:70	fumando	fumar	PresPart	NA		R41:46	затягивался	затягиваться	ImpPast	SgM			
S56:71	fija	fijar	IndicPres	3sg		R41:47	глядя	глядеть	ImpGer	NA			
S56:72	escucharse	escucharse	Inf	Inf		R41:48	пробил	пробить	PerfPast	SgM			
S56:73	hizo	hacer	IndicPret	3sg		R41:49	кивнул	кивнуть	PerfPast	SgM			
S56:74	intuí	intuir	IndicPret	1sg		R41:50	догадался	догадаться	PerfPast	SgM			
S56:75	sonrisa	NA	Noun	NA		R41:51	улыбается	улыбаться	ImpPres	3sg			
S56:76	podía	poder	IndicIpfct	1sg	no	R41:52	мог	мочь	ImpPast	SgM	не		
S56:77	ver	ver	Inf	Inf		R41:53	видеть	видеть	ImpInf	Inf			
S56:78	quise	querer	IndicPret	1sg		R41:54	хотел	хотеть	ImpPast	SgM			
S56:79	corresponder	corresponder	Inf	Inf		R41:55	ответить	ответить	PerfInf	Inf			
S57:1	me había quedado	quedarse	PrfctPast	1sg		R41:56	мог	мочь	ImpPast	SgM	не		
S57:2	paralizado	paralizar	PastPart	NA		R41:57	пошевелиться	пошевелиться	PerfInf	Inf			
S57:3	se volvió	volverse	IndicPret	3sg		R41:58	развернулся	развернуться	PerfPast	SgM			
S57:4	vi	ver	IndicPret	1sg		R41:59	NA	NA	NA	NA			
S57:5	alejarse	alejarse	Inf	Inf		R41:60	пошел	пойти	PerfPast	SgM			
S57:6	cojeando	cojear	PresPart	NA		R41:61	прихрамывая	прихрамывать	ImpGer	NA			
S57:7	hubiese reparado	reparar	PrfctSubjPast	1sg		R41:62	придал	придать	PerfPast	SgM		бы	
S57:8	perdí	perder	IndicPret	1sg		R41:63	скрылась	скрыться	PerfPast	SgF			
S57:9	sentí	sentir	IndicPret	1sg		R41:64	почувствовал	почувствовать	PerfPast	SgM			
S57:10	faltó	faltar	IndicPret	3sg		R41:65	перехватило	перехватить	PerfPast	SgN			
S57:11	NA	NA	NA	NA		R41:66	выступил	выступить	PerfPast	SgM			
S57:12	había leído	leer	PrfctPast	1sg		R41:67	описана	описать	PerfPPP	NA			
S57:13	NA	NA	NA	NA		R41:68	была	быть	ImpPast	SgF			
S57:14	se asomaba	asomarse	IndicIpfct	3sg		R41:69	выходил	выходить	ImpPast	SgM			
S57:15	descubría	descubrir	IndicIpfct	3sg		R41:70	NA	NA	NA	NA			
S57:16	observaba	observar	IndicIpfct	3sg		R41:71	смотрел	смотреть	ImpPast	SgM			
S57:17	fumando	fumar	PresPart	NA		R41:72	затягиваясь	затягиваться	ImpGer	NA			
S57:18	quedaba	quedar	IndicIpfct	3sg		R41:73	оставалось	оставаться	ImpPast	SgN			
S57:19	velado	velar	PastPart	NA		R41:74	в тени	NA	PP	NA			
S57:20	insinuaban	insinuar	IndicIpfct	3pl		R41:75	мерцали	мерцать	ImpPast	Pl			
S57:21	ardiendo	arder	PresPart	NA		R41:76	NA	NA	NA	NA			
S57:22	permanecía	permanecer	IndicIpfct	3sg		R41:77	стоял	стоять	ImpPast	SgM			
S57:23	enfundada	enfundar	PastPart	NA		R41:78	засунув	засунуть	PerfGer	NA			
S57:24	alejarse	alejarse	Inf	Inf		R42:1	удалялся	удаляться	ImpPast	SgM			
S57:25	cojeando	cojear	PresPart	NA		R42:2	прихрамывая	прихрамывать	ImpGer	NA			
S57:26	acababa	acabar	IndicIpfct	3sg		R42:3	только что	NA	Adverb	NA			
S57:27	presenciar	presenciar	Inf	Inf		R42:4	видел	видеть	ImpInf	Inf			
S57:28	hubiera podido	poder	PrfctSubjPast	3sg		R42:5	мог	мочь	ImpPast	SgM			
S57:29	ser	ser	Inf	Inf		R42:6	быть	быть	ImpInf	Inf			
S57:30	era	ser	IndicIpfct	3sg		R42:7	был	быть	ImpPast	SgM			
S57:31	volvería	volver	IndicCond	1sg		R42:8	встреча	NA	Noun	NA			
S57:32	ver	ver	Inf	Inf		R42:9	NA	NA	NA	NA			
S57:33	persuadieron	persuadir	IndicPret	3pl		R42:10	успокоили	успокоить	PerfPast	Pl			
S57:34	NA	NA	NA	NA		R42:11	стало	стать	PerfPast	SgN			
S57:35	NA	NA	NA	NA		R42:12	казаться	казаться	ImpInf	Inf			
S57:36	había sido	ser	PrfctPast	3sg	no	R42:13	было	быть	ImpPast	SgN			
S57:37	febril	NA	Adj	NA		R42:14	воспаленного	воспалить	PerfPPP	NA			
S57:38	fuera	ser	SubjIpfct	3sg		R42:15	была	быть	ImpPast	SgF			
S57:39	prometido	prometer	PastPart	NA		R42:16	обещал	обещать	ImpPast	SgM			
S57:40	ansiado	ansiar	PastPart	NA		R42:17	желанного	желать	ImpPPP	NA			
S57:41	iba a hacer	hacer	IrIndicImpfctFut	3sg		R42:18	превратиться	превратиться	PerfInf	Inf			
S57:42	vistiendo	vestir	PresPart	NA		R42:19	надев	надеть	PerfGer	NA			
S57:43	destilando	destilar	PresPart	NA		R42:20	источая	источать	ImpGer	NA			
S57:44	había tomado	tomar	PrfctPast	1sg		R42:21	NA	NA	NA	NA			
S57:45	prestada	prestar	PastPart	NA		R42:22	NA	NA	NA	NA			
S57:46	me planté	plantarse	IndicPret	1sg		R42:23	стоял	стоять	ImpPast	SgM			
S57:47	dispuesto	disponer	PastPart	NA		R42:24	исполненный	исполнить	PerfPPP	NA			
S57:48	estrenarme	estrenarse	Inf	Inf		R42:25	дебютировать	дебютировать	PerfInf	Inf		biaspectual	
S58:1	compartían	compartir	IndicIpfct	3pl		R42:26	жили	жить	ImpPast	Pl			
S58:2	NA	NA	NA	NA		R42:27	напоминавшем	напоминать	ImpPastAP	NA			
S58:3	abrió	abrir	IndicPret	3sg		R42:28	открыла	открыть	PerfPast	SgF			
S58:4	debe	deber	IndicPres	3sg		R42:29	должно	NA	Adverb	NA			
S58:5	ser	ser	Inf	Inf		R42:30	быть	быть	ImpInf	Inf			
S58:6	dijo	dicer	IndicPret	3sg		R42:31	сказала	сказать	PerfPast	SgF			
S58:7	soy	ser	IndicPres	1sg		R42:32	NA	NA	NA	NA			
S58:8	servirle	servir	Inf	Inf		R42:33	к вашим услугам	NA	PP	NA			
S58:9	afectaba	afectar	IndicIpfct	3sg		R42:34	говорила	говорить	ImpPast	SgF			
S58:10	navegaba	navegar	IndicIpfct	3sg		R42:35	выдававшим	выдавать	ImpPastAP	NA			
S58:11	cerrado	cerrar	PastPart	NA		R42:36	NA	NA	NA	NA			
S58:12	guió	guiar	IndicPret	3sg		R42:37	устроила	устроить	PerfPast	SgF			
S58:13	NA	NA	NA	NA		R42:38	занимавшая	занимать	ImpPastAP	NA			
S58:14	rodeaba	rodear	IndicIpfct	3sg		R42:39	опоясывала	опоясывать	ImpPast	SgF			
S58:15	describía	describir	IndicIpfct	3sg		R42:40	представляла	представлять	ImpPast	SgF			
S58:16	acostumbrado	acostumbrar	PastPart	NA		R42:41	обитателю	NA	Noun	NA			
S58:17	semejaba	semejar	IndicIpfct	3sg		R42:42	представилась	представиться	PerfPast	SgF			
S58:18	estaba	estar	IndicIpfct	3sg		R42:43	оказалось	оказаться	PerfPast	SgN			
S58:19	coleccionaba	coleccionar	IndicIpfct	3sg		R43:1	коллекционировал	коллекционировать	ImpPast	SgM			
S58:20	decir	decir	Inf	Inf	no	R43:2	говоря	говоря	ImpGer	NA	не		
S58:21	seguí	seguir	IndicPret	1sg		R43:3	проследовал	проследовать	PerfPast	SgM			
S58:22	constituían	constituir	IndicIpfct	3pl		R43:4	утопавшей	утопать	ImpPastAP	NA			
S58:23	tamizaba	tamizar	IndicIpfct	3sg		R43:5	рассеивали	рассеивать	ImpPast	Pl			
S58:24	NA	NA	NA	NA		R43:6	висевшим	висеть	ImpPastAP	NA			
S58:25	flotaba	flotar	IndicIpfct	3sg		R43:7	вздыхало	вздыхать	ImpPast	SgN			
S58:26	arrastrando	arrastrar	PresPart	NA		R43:8	обнажая	обнажать	ImpGer	NA			
S58:27	se abría	abrirse	IndicIpfct	3sg		R43:9	пролагала	пролагать	ImpPast	SgF			
S58:28	NA	NA	NA	NA		R43:10	раздвигая	раздвигать	ImpGer	NA			
S58:29	blandiendo	blandir	PresPart	NA		R43:11	орудуя	орудовать	ImpGer	NA			
S58:30	seguía	seguir	IndicIpfct	3sg		R43:12	NA	NA	NA	NA			
S58:31	NA	NA	NA	NA		R43:13	стараясь	стараться	ImpGer	NA			
S58:32	NA	NA	NA	NA		R43:14	отставать	отставать	ImpInf	Inf	не		
S58:33	estudiando	estudiar	PresPart	NA		R43:15	озирался	озираться	ImpPast	SgM			
S58:34	reparando	reparar	PresPart	NA		R43:16	насчитал	насчитать	PerfPast	SgM			
S58:35	explicó	explicar	IndicPret	3sg		R43:17	пояснила	пояснить	PerfPast	SgF			
S58:36	había bautizado	bautizar	PrfctPast	3sg		R43:18	нарек	наречь	PerfPast	SgM			
S58:37	esperaba	esperar	IndicIpfct	3sg		R43:19	ожидала	ожидать	ImpPast	SgF			
S58:38	miraba	mirar	IndicIpfct	3sg		R43:20	выходили	выходить	ImpPast	Pl			
S58:39	enfundada	enfundar	PastPart	NA		R43:21	облаченная	облачить	PerfPPP	NA			
S58:40	tocaba	tocar	IndicIpfct	3sg		R43:22	играла	играть	ImpPast	SgF			
S58:41	NA	NA	NA	NA		R43:23	рассеянного	рассеять	PerfPPP	NA			
S58:42	se prismaba	prismarse	IndicIpfct	3sg		R43:24	бившего	бить	ImpPastAP	NA			
S58:43	tocaba	tocar	IndicIpfct	3sg		R43:25	играла	играть	ImpPast	SgF			
S58:44	equivocando	equivocar	PresPart	NA		R43:26	сбиваясь	сбиваться	ImpGer	NA			
S58:45	sonaba	sonar	IndicIpfct	3sg		R43:27	сливались	сливаться	ImpPast	Pl			
S58:46	erguida	erguir	PastPart	NA		R43:28	прямая	NA	Adj	NA			
S58:47	ladeada	ladear	PastPart	NA		R43:29	наклон	NA	Noun	NA			
S59:1	inspiraba	inspirar	IndicIpfct	3sg		R43:30	казалась	казаться	ImpPast	SgF			
S59:2	NA	NA	NA	NA		R43:31	хотел	хотеть	ImpPast	SgM		1 of 3	
S59:3	NA	NA	NA	NA		R43:32	было	быть	ImpPast	SgN		2 of 3	
S59:4	iba a carraspear	carraspear	IrIndicImpfctFut	1sg		R43:33	кашлянуть	кашлянуть	PerfInf	Inf		3 of 3	
S59:5	denotar	denotar	Inf	Inf		R43:34	дать	дать	PerfInf	Inf			
S59:6	NA	NA	NA	NA		R43:35	знать	знать	ImpInf	Inf			
S59:7	delataron	delataron	IndicPret	3pl		R43:36	опередили	опередить	PerfPast	Pl			
S59:8	cesó	cesar	IndicPret	3sg		R43:37	оборвала	оборвать	PerfPast	SgF			
S59:9	salpicó	salpicar	IndicPret	3sg		R43:38	осветила	осветить	PerfPast	SgF			
S59:10	había pensado	pensar	PrfctPast	1sg		R43:39	показалось	показаться	PerfPast	SgN			
S59:12	eras	ser	IndicPres	2sg		R43:40	zero copula	NA	zero copula	NA			
S59:13	dijo	dicer	IndicPret	3sg		R43:41	сказала	сказать	PerfPast	S			
S59:14	tiene	tener	IndicPres	3sg		R43:42	NA	NA	NA	NA			
S59:15	prohibido	prohibir	PastPart	NA		R43:43	запрещает	запрещать	ImpPres	3sg			
S59:16	dice	dicer	IndicPres	3sg		R43:44	говорит	говорить	ImpPres	3sg			
S59:17	hago	hacer	IndicPres	1sg		R43:45	вытворяю	вытворять	ImpPres	1sg			
S59:18	es	ser	IndicPres	3sg		R43:46	zero copula	NA	zero copula	NA			
S59:19	conocía	conocer	IndicIpfct	1sg		R43:47	знал	знать	ImpPast	SgM			
S59:20	era	ser	IndicIpfct	3sg		R43:48	был	быть	ImpPast	SgM			
S59:21	daba	dar	IndicIpfct	3sg		R43:49	преподававший	преподавать	ImpPastAP	NA			
S59:22	se apareció	aparecerse	IndicPret	3sg		R43:50	показалось	показаться	PerfPast	SgN			
S59:23	parece	parecer	IndicPres	3sg		R43:51	по-моему	NA	Adverb	NA			
S59:24	tocas	tocar	IndicPres	2sg		R43:52	играешь	играть	ImpPres	2sg			
S59:25	apunté	apuntar	IndicPret	1sg		R43:53	заметил	заметить	PerfPast	SgM			
S59:26	va	ir	IndicPres	3sg		R43:54	NA	NA	NA	NA			
S59:27	es	ser	IndicPres	3sg		R43:55	NA	NA	NA	NA			
S59:28	ha puesto	poner	PrfctPres 	3sg		R44:1	нанял	нанять	PerfPast	SgM			
S59:29	enmendarme	enmendar	Inf	Inf		R44:2	совладать	совладать	PerfInf	Inf			
S59:30	es	ser	IndicPres	3sg		R44:3	NA	NA	NA	NA			
S59:31	promete	prometer	IndicPres	3sg		R44:4	многообещающего	NA	Adj	NA			
S59:32	se llama	llamarse	IndicPres	3sg		R44:5	зовут	звать	ImpPres	3pl			
S59:33	ha estudiado	estudiar	PrfctPres 	3sg		R44:6	учился	учиться	ImpPast	SgM			
S59:34	tengo	tener	IndicPres	1sg		R44:7	обязательно	NA	Adverb	NA			
S59:35	presentártelo	presentar	Inf	Inf		R44:8	познакомлю	познакомить	PerfFut	1sg			
S59:36	está componiendo	componer	ProgPres	3sg		R44:9	сочиняет	сочинять	ImpPres	3sg			
S59:37	va a estrenar	estrenar	IrIndicPresFut	3sg		R44:10	исполнит	исполнить	PerfFut	3sg			
S59:38	está	estar	IndicPres	3sg		R44:11	занимает	занимать	ImpPres	3sg			
S59:39	es	ser	IndicPres	3sg		R44:12	zero copula	NA	zero copula	NA			
S59:40	seas	ser	ImtvNeg	2sg	no	R44:13	будь	быть	ImpImtv	2sg	не		
S59:41	cae	caer	IndicPres	3sg		R44:14	понравится	понравиться	PerfFut	3sg			
S59:42	pensé	pensar	IndicPret	1sg		R44:15	подумал	подумать	PerfPast	SgM			
S59:43	apetece	apetecer	IndicPres	3sg		R44:16	хочешь	хотеть	ImpPres	2sg			
S59:44	merendar	merendar	Inf	Inf		R44:17	перекусить	перекусить	PerfInf	Inf			
S59:45	ofreció	ofrecer	IndicPret	3sg		R44:18	предложила	предложить	PerfPast	SgF			
S59:46	hace	hacer	IndicPres	3sg		R44:19	готовит	готовить	ImpPres	3sg			
S59:47	quitan	quitar	IndicPres	3pl		R44:20	проходит	проходить	ImpPres	3sg			
S59:48	merendamos	merendar	IndicPret	1pl		R44:21	закусили	закусить	PerfPast	Pl			
S59:49	devorando	devorar	PresPart	NA		R44:22	уничтожив	уничтожить	PerfGer	NA			
